reactions,[SN10H01](mM),[HBr](mM),Temperature,yield,reactions,DMF,SN1OH01,SN1OH01_dil_x_100,HBr,HBr_dil_x_10,HBr_dil_x_10000,vial_id,reaction_plate_id,diluted_plate_id,craic_folder,is_outlier,craic_folder_undil,pc#SN1OH01,pc#SN1Br01s1,pc#carbocat,yield#SN1Br01,yield#SN1Br01s1,run_name,spectrum_dir
89,5.7421750106042,54.40737034614,56.0,0.9592942733719942,89,325.4039645000001,95.285,0,79.31103549,0.0,0.0,35,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0002337394062131,0.0026875888183162,0.0139783985785583,0.4912505767643378,0.4680436966076563,simple-reactions/2023-07-10-run01/,C:\
90,5.7421750106042,40.21474069228,56.0,0.9639823694653292,90,346.092929,95.285,0,58.62207098,0.0,0.0,36,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0002068195379849,2.062160858548462e-05,0.0143724689958974,0.9603911155330406,0.0035912539322886,simple-reactions/2023-07-10-run01/,C:\
92,17.180725031728,47.31105551578,56.0,0.9401260881387896,92,145.9384468,285.095,0,68.96655323,0.0,0.0,38,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0010286772160967,2.070545607549996e-06,0.0195147447529771,0.940005572525854,0.0001205156129358,simple-reactions/2023-07-10-run01/,C:\
93,11.4614500207076,11.8294813788829,56.0,0.950979637119516,93,292.565858,190.19,0,17.24414195,0.0,0.0,39,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.000561844439174,2.060120685542005e-05,0.0240714952649993,0.9491822025176658,0.0017974346018501,simple-reactions/2023-07-10-run01/,C:\
94,22.900000037709997,37.849302410920004,56.0,0.9325912085954946,94,64.82608978,380.0,0,55.17391022,0.0,0.0,40,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0015436613258595,2.065266463993177e-05,0.0253564882636609,0.9316893455123568,0.0009018630831378,simple-reactions/2023-07-10-run01/,C:\
95,22.900000037709997,14.1949196522,56.0,0.9277900409549686,95,99.3076973,380.0,0,20.6923027,0.0,0.0,41,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0016536080650196,2.067180693188035e-05,0.0305993159141605,0.9268873419638872,0.0009026989910817,simple-reactions/2023-07-10-run01/,C:\
96,11.4614500207076,16.560357933560002,56.0,0.9441732813381922,96,285.66953650000005,190.19,0,24.14046346,0.0,0.0,42,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0006398551457752,2.0913473593407225e-05,0.0197181871347839,0.942348601777124,0.0018246795610681,simple-reactions/2023-07-10-run01/,C:\
97,11.4614500207076,59.13824689514,56.0,0.9505760200601746,97,223.60264300000003,190.19,0,86.20735699,0.0,0.0,43,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0005664704758821,2.063113585605949e-05,0.0162947010514165,0.9487759741829418,0.0018000458772328,simple-reactions/2023-07-10-run01/,C:\
98,22.900000037709997,18.925796208060003,56.0,0.9287967755131488,98,92.41137579,380.0,0,27.58862421,0.0,0.0,44,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.001630553843597,0.0051847260759616,0.0306732387091451,0.7023895236832189,0.2264072518299295,simple-reactions/2023-07-10-run01/,C:\
99,5.7421750106042,42.5801789642251,56.0,0.9720772248036404,99,342.6447683,95.285,0,62.07023173,0.0,0.0,45,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0001603374619336,2.289211013793496e-05,0.0156132023118432,0.9680905629378276,0.0039866618658125,simple-reactions/2023-07-10-run01/,C:\
101,22.900000037709997,47.31105551578,56.0,0.9293849322598082,101,51.03344677,380.0,0,68.96655323,0.0,0.0,47,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0016170850540749,2.152381067469134e-05,0.0248123855292242,0.9284450278651752,0.0009399043946329,simple-reactions/2023-07-10-run01/,C:\
102,5.7421750106042,35.483864138549,56.0,0.9745265118205152,102,352.9892505,95.285,0,51.72574947,0.0,0.0,48,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0001462732272513,2.099538780993777e-05,0.013249854136245,0.9708701642219127,0.0036563475986024,simple-reactions/2023-07-10-run01/,C:\
103,22.900000037709997,63.869123451,56.0,0.9357920022955536,103,26.89632150000001,380.0,0,93.1036785,0.0,0.0,49,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0014703631500001,1.5696300975133834e-05,0.0211810643688448,0.9351065743065704,0.0006854279889832,simple-reactions/2023-07-10-run01/,C:\
105,11.4614500207076,35.483864138549,56.0,0.9485018899653296,105,258.0842505,190.19,0,51.72574947,0.0,0.0,51,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0005902430143232,1.4696403993866007e-05,0.0247583530096794,0.947219643481044,0.0012822464842854,simple-reactions/2023-07-10-run01/,C:\
106,11.4614500207076,21.29123448256,56.0,0.9458649986567476,106,278.773215,190.19,0,31.03678496,0.0,0.0,52,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.000620465612279,2.060617189269493e-05,0.020167031436685,0.9440671308603472,0.0017978677964003,simple-reactions/2023-07-10-run01/,C:\
107,11.4614500207076,49.676493792266996,56.0,0.9486145927496636,107,237.395286,190.19,0,72.41471398,0.0,0.0,53,53,59,2023-07-10_22-31-18__plate0000059__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_20-51-38__plate0000053__simple_reactions_2023-07-10-run01,0.0005889512769816,2.1246848509877303e-05,0.0170480728366655,0.946760826561972,0.0018537661876913,simple-reactions/2023-07-10-run01/,C:\
111,5.7421750106042,30.75298758742,56.0,0.9466449904032664,111,359.885572,95.285,0,44.82942797,0.0,0.0,3,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0003063738027846,0.0019320976182369,0.0173598186698158,0.6101701155089733,0.3364748748942932,simple-reactions/2023-07-10-run01/,C:\
112,17.180725031728,35.483864138549,56.0,0.9323200694779205,112,163.1792505,285.095,0,51.72574947,0.0,0.0,4,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0011627902764197,2.064872843504488e-05,0.0313029640948807,0.9311182151674802,0.0012018543104402,simple-reactions/2023-07-10-run01/,C:\
115,5.7421750106042,56.77280862064,56.0,0.9577376062130598,115,321.9558038,95.285,0,82.75919624,0.0,0.0,7,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.000242678061448,2.0604976741621318e-05,0.0223770167208607,0.9541492487165923,0.0035883574964675,simple-reactions/2023-07-10-run01/,C:\
116,11.4614500207076,30.75298758742,56.0,0.9507624128870132,116,264.980572,190.19,0,44.82942797,0.0,0.0,8,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0005643341438357,0.0097675742001123,0.0094825478087234,0.0985513765464945,0.8522110363405188,simple-reactions/2023-07-10-run01/,C:\
117,17.180725031728,66.23456171887649,56.0,0.9295711327293276,117,118.3531608,285.095,0,96.55183925,0.0,0.0,9,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0012100190026314,0.0015045372448487,0.027339669426635,0.8419999014587479,0.0875712312705796,simple-reactions/2023-07-10-run01/,C:\
118,5.7421750106042,44.945617241280004,56.0,0.94926957261934,118,339.1966075,95.285,0,65.51839248,0.0,0.0,10,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.000291302992365,2.1004582710421596e-05,0.0218004317711976,0.9456116237283898,0.0036579488909502,simple-reactions/2023-07-10-run01/,C:\
119,17.180725031728,56.77280862064,56.0,0.9321799032842272,119,132.14580379999998,285.095,0,82.75919624,0.0,0.0,11,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0011651984330891,2.087364603151954e-05,0.0304520214125438,0.9309649576985936,0.0012149455856332,simple-reactions/2023-07-10-run01/,C:\
120,17.180725031728,14.1949196522,56.0,0.9267000758072746,120,194.21269730000003,285.095,0,20.6923027,0.0,0.0,12,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0012593458422757,2.546327480242826e-05,0.0372356392243586,0.925217991974494,0.0014820838327806,simple-reactions/2023-07-10-run01/,C:\
121,5.7421750106042,68.6,56.0,0.9560620473603804,121,304.715,95.285,0,100.0,0.0,0.0,13,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0002522994136391,1.81199255369758e-05,0.018846313520097,0.9529064616275658,0.0031555857328147,simple-reactions/2023-07-10-run01/,C:\
123,17.180725031728,42.5801789642251,56.0,0.9316321853302456,123,152.8347683,285.095,0,62.07023173,0.0,0.0,15,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0011746086246732,0.0018242769415448,0.028699298995365,0.8254505813253045,0.1061816040049411,simple-reactions/2023-07-10-run01/,C:\
124,22.900000037709997,40.21474069228,56.0,0.9266725331519,124,61.37792902,380.0,0,58.62207098,0.0,0.0,16,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0016791989937545,2.377510900835029e-05,0.0327763235952054,0.9256343187865363,0.0010382143653633,simple-reactions/2023-07-10-run01/,C:\
127,22.900000037709997,0.0,56.0,0.0,127,120.0,380.0,0,0.0,0.0,0.0,19,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0240654356653061,4.5057687097140665e-08,0.0307766502310772,-0.0508943528802402,1.96758458595796e-06,simple-reactions/2023-07-10-run01/,C:\
128,5.7421750106042,21.29123448256,56.0,0.9464161815856688,128,373.678215,95.285,0,31.03678496,0.0,0.0,20,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0003076876630653,2.176654943594305e-05,0.0224790310975261,0.9426255361601668,0.0037906454255019,simple-reactions/2023-07-10-run01/,C:\
129,5.7421750106042,11.8294813788829,56.0,0.9559912938495752,129,387.470858,95.285,0,17.24414195,0.0,0.0,21,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0002527056927059,2.093927400178641e-05,0.0251611605901907,0.9523447184729772,0.0036465753765981,simple-reactions/2023-07-10-run01/,C:\
130,17.180725031728,4.7331665518346,56.0,0.1662299955366422,130,145.908403,285.095,0,0.0,68.99659696,0.0,22,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0143247731861011,0.0045651285164837,0.069044351212528,-0.0994822202251788,0.2657122157618211,simple-reactions/2023-07-10-run01/,C:\
131,17.180725031728,63.869123451,56.0,0.932391772777857,131,121.8013215,285.095,0,93.1036785,0.0,0.0,23,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.00116155836167,2.068340160131065e-05,0.0295257471304568,0.9311879003239772,0.0012038724538797,simple-reactions/2023-07-10-run01/,C:\
132,17.180725031728,11.8294813788829,56.0,0.9286311728761354,132,197.660858,285.095,0,17.24414195,0.0,0.0,24,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.001226168194652,0.0031599924515929,0.0405773742457335,0.7447045664170182,0.1839266064591171,simple-reactions/2023-07-10-run01/,C:\
133,22.900000037709997,59.13824689514,56.0,0.9327227395592368,133,33.79264301,380.0,0,86.20735699,0.0,0.0,25,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0015406492667845,3.288932882973365e-05,0.0338231092532705,0.931286524329006,0.0014362152302307,simple-reactions/2023-07-10-run01/,C:\
134,17.180725031728,26.02211103156,56.0,0.9320242287451626,134,176.9718935,285.095,0,37.93310646,0.0,0.0,26,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0011678730347256,0.0087142834542974,0.0192768302748599,0.4248114400893362,0.5072127886558263,simple-reactions/2023-07-10-run01/,C:\
135,17.180725031728,2.367728275584,56.0,0.1232045042834171,135,180.3900106,285.095,0,0.0,34.51498944,0.0,27,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0150639823182528,0.002864139710176,0.0583842153011729,-0.0435020640018154,0.1667065682852326,simple-reactions/2023-07-10-run01/,C:\
136,5.7421750106042,16.560357933560002,56.0,0.9496587750280792,136,380.5745365,95.285,0,24.14046346,0.0,0.0,28,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0002890681240311,1.900239727544614e-05,0.0249526600462819,0.9463495068081568,0.0033092682199225,simple-reactions/2023-07-10-run01/,C:\
138,17.180725031728,9.4640431032,56.0,0.918081239371108,138,201.1090188,285.095,0,13.7959812,0.0,0.0,30,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0014074237011642,0.0027339738283806,0.0438475665937449,0.7589509451835729,0.1591302941875352,simple-reactions/2023-07-10-run01/,C:\
139,11.4614500207076,0.0,56.0,0.0,139,309.81,190.19,0,0.0,0.0,0.0,31,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0124947648752059,0.0002368381595391,0.0205462147196524,-0.1108195745308429,0.0206638914906487,simple-reactions/2023-07-10-run01/,C:\
141,22.900000037709997,33.11842586192,56.0,0.9287307255402062,141,71.72241128,380.0,0,48.27758872,0.0,0.0,33,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.00163206638798,0.0002694402308468,0.0281698670026832,0.9169647766154828,0.0117659489247234,simple-reactions/2023-07-10-run01/,C:\
142,22.900000037709997,7.0986048279900995,56.0,0.8542058723765829,142,109.65217959999998,380.0,0,10.34782045,0.0,0.0,34,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0033386855280741,0.0021851519072211,0.0526816270915445,0.7587843918690362,0.0954214805075466,simple-reactions/2023-07-10-run01/,C:\
143,17.180725031728,37.849302410920004,56.0,0.9328451434906934,143,159.7310898,285.095,0,55.17391022,0.0,0.0,35,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.00115376912407,0.0058035824205714,0.0144992470238167,0.5950490137775233,0.33779612971317,simple-reactions/2023-07-10-run01/,C:\
144,11.4614500207076,9.4640431032,56.0,0.9292084438154576,144,296.0140188000001,190.19,0,13.7959812,0.0,0.0,36,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0008113738830485,0.0027144603976922,0.0330327550062513,0.6923745010812645,0.2368339427341931,simple-reactions/2023-07-10-run01/,C:\
146,11.4614500207076,26.02211103156,56.0,0.9355195923390566,146,271.8768935,190.19,0,37.93310646,0.0,0.0,38,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0007390389697355,2.2806722224474542e-05,0.0277128796249853,0.9335297287369108,0.0019898636021457,simple-reactions/2023-07-10-run01/,C:\
147,11.4614500207076,7.0986048279900995,56.0,0.8934423713692162,147,299.4621796,190.19,0,10.34782045,0.0,0.0,39,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0012213049346814,2.087364994914953e-05,0.0404078056484394,0.8916211663807745,0.0018212049884418,simple-reactions/2023-07-10-run01/,C:\
150,11.4614500207076,68.6,56.0,0.9366341169353412,150,209.81,190.19,0,100.0,0.0,0.0,42,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.00072626490172,2.262185636510497e-05,0.0274897568341118,0.9346603826935488,0.0019737342417923,simple-reactions/2023-07-10-run01/,C:\
152,5.7421750106042,0.0,56.0,0.0,152,404.715,95.285,0,0.0,0.0,0.0,44,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0069573028098636,0.0050802835124919,0.00613484145707,-1.0963461234339398,0.8847315701137775,simple-reactions/2023-07-10-run01/,C:\
153,11.4614500207076,47.31105551578,56.0,0.9389056039254358,153,240.84344680000004,190.19,0,68.96655323,0.0,0.0,45,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.0007002303670699,2.16748141251194e-05,0.0232994848597965,0.937014498167564,0.0018911057578718,simple-reactions/2023-07-10-run01/,C:\
154,22.900000037709997,26.02211103156,56.0,0.9271840980327756,154,82.06689354,380.0,0,37.93310646,0.0,0.0,46,54,61,2023-07-10_23-15-29__plate0000061__simple_reactions_2023-07-10-run01_dil,0,2023-07-10_21-22-22__plate0000054__simple_reactions_2023-07-10-run01,0.001667484157962,0.0028736717834662,0.0357564656854603,0.8016962474455799,0.1254878505871956,simple-reactions/2023-07-10-run01/,C:\
1,5.7421750106042,14.1949196522,66.0,0.934222170374986,1,384.0226973,95.285,0,20.6923027,0.0,0.0,1,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0003777078094867,1.8052081922448096e-05,0.0182506658925946,0.9310783996102644,0.0031437707647217,simple-reactions/2023-07-10-run02/,C:\
3,5.7421750106042,59.13824689514,66.0,0.9480628663577576,3,318.5076430000001,95.285,0,86.20735699,0.0,0.0,3,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.000298232110899,2.0607171338473748e-05,0.0121859942084007,0.9444741266725224,0.0035887396852353,simple-reactions/2023-07-10-run02/,C:\
4,22.900000037709997,66.23456171887649,66.0,0.9256351358209836,4,23.44816075,380.0,0,96.55183925,0.0,0.0,4,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.001702955392674,0.0001674745565102,0.0241733728449201,0.9183218364228316,0.0073132993981522,simple-reactions/2023-07-10-run02/,C:\
5,17.180725031728,68.6,66.0,0.9273789556893544,5,114.905,285.095,0,100.0,0.0,0.0,5,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0012476821936933,0.0001165330509035,0.0220894119683476,0.9205961772734234,0.006782778415931,simple-reactions/2023-07-10-run02/,C:\
6,22.900000037709997,28.3875493117845,66.0,0.9228070672541436,6,78.61873278,380.0,0,41.38126722,0.0,0.0,6,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0017677181629678,2.0606340225286894e-05,0.0317989381955143,0.9219072270712052,0.0008998401829385,simple-reactions/2023-07-10-run02/,C:\
7,5.7421750106042,23.65667275706,66.0,0.9335879934435628,7,370.2300543,95.285,0,34.48494571,0.0,0.0,7,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0003813493644066,2.130349172593443e-05,0.0123129247494858,0.9298779895357842,0.0037100039077787,simple-reactions/2023-07-10-run02/,C:\
10,11.4614500207076,33.11842586192,66.0,0.9308418954658236,10,261.5324113,190.19,0,48.27758872,0.0,0.0,10,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.000792652158566,2.064189870194221e-05,0.0162885849746942,0.9290409105409916,0.0018009849248316,simple-reactions/2023-07-10-run02/,C:\
11,17.180725031728,61.50368516964,66.0,0.9278476379109016,11,125.24948229999998,285.095,0,89.65551774,0.0,0.0,11,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0012396298932193,2.0723990562580567e-05,0.0172382499073875,0.9266414029861216,0.0012062349247799,simple-reactions/2023-07-10-run02/,C:\
12,11.4614500207076,61.50368516964,66.0,0.9346482217706336,12,220.15448230000004,190.19,0,89.65551774,0.0,0.0,12,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0007490261398353,2.076741266236229e-05,0.0184362494039674,0.9328362858787744,0.0018119358918591,simple-reactions/2023-07-10-run02/,C:\
14,17.180725031728,40.21474069228,66.0,0.9240551961657856,14,156.282929,285.095,0,58.62207098,0.0,0.0,14,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0013047867921858,0.0001934759649699,0.0212683771367033,0.9127939738003596,0.0112612223654258,simple-reactions/2023-07-10-run02/,C:\
15,5.7421750106042,4.7331665518346,66.0,0.2204528516044444,15,335.718403,95.285,0,0.0,68.99659696,0.0,15,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0044762961550152,2.080863559212597e-05,0.0426722800328546,0.2168290269118646,0.0036238246925797,simple-reactions/2023-07-10-run02/,C:\
17,5.7421750106042,61.50368516964,66.0,0.9329700118891784,17,315.0594823,95.285,0,89.65551774,0.0,0.0,17,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0003848979226217,2.1362842442679408e-05,0.0094433767457385,0.9292496720515606,0.0037203398376178,simple-reactions/2023-07-10-run02/,C:\
19,5.7421750106042,0.0022900000001200003,66.0,0.0,19,371.3330758,95.285,0,0.0,0.0,33.3819242,19,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0073072343704439,7.206610706776708e-14,0.0155399151461893,-0.2725551481367697,1.2550315332062752e-11,simple-reactions/2023-07-10-run02/,C:\
21,5.7421750106042,9.4640431032,66.0,0.9350546703046012,21,390.9190188,95.285,0,13.7959812,0.0,0.0,21,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.000372927449195,2.0626725931267872e-05,0.0167924087437237,0.9314625251862028,0.0035921451183982,simple-reactions/2023-07-10-run02/,C:\
22,22.900000037709997,61.50368516964,66.0,0.9221448049291232,22,30.34448226,380.0,0,89.65551774,0.0,0.0,22,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0017828839702372,2.172716749548935e-05,0.024913785781507,0.9211960203239904,0.0009487846051326,simple-reactions/2023-07-10-run02/,C:\
23,5.7421750106042,47.31105551578,66.0,0.9434138725415704,23,335.7484468,95.285,0,68.96655323,0.0,0.0,23,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0003249274469866,2.0858583629719696e-05,0.0161470126761912,0.9397813493958048,0.0036325231457656,simple-reactions/2023-07-10-run02/,C:\
24,22.900000037709997,21.29123448256,66.0,0.9235426761815052,24,88.96321504,380.0,0,31.03678496,0.0,0.0,24,55,35,2023-07-11_01-11-20__plate0000035__simple_reactions_2023-07-10-run02_dil,0,2023-07-10_23-38-15__plate0000055__simple_reactions_2023-07-10-run02,0.0017508727185018,3.1631465040523826e-05,0.0309112524695492,0.9221613895009256,0.0013812866805795,simple-reactions/2023-07-10-run02/,C:\
