Index,Mn,Fe,Co,Ni,Cu,M1-Fe,M1-Co,Yield_of_styrene_oxide (%),Yield_of_benzaldehyde (%),Selectivity_of_styrene_oxide (%)
664,0,0.2,0.6,0.2,0,1,0,19.27710813,1.130139805,94.46207
665,0,0.2,0.8,0,0,1,0,19.04058075,0.937266217,95.30847
666,0,0.4,0,0,0.6,1,0,57.68642099,1.025076913,98.25404
667,0,0.4,0,0.2,0.4,1,0,45.41930657,2.842314766,94.11061
668,0,0.4,0,0.4,0.2,1,0,32.8514313,2.012448769,94.2277
669,0,0.4,0,0.6,0,1,0,23.70823685,1.343026224,94.63889
670,0,0.4,0.2,0,0.4,1,0,48.59375793,2.733725662,94.67395
671,0,0.4,0.2,0.2,0.2,1,0,29.41806677,1.609609327,94.81234
672,0,0.4,0.2,0.4,0,1,0,22.04151402,1.65371161,93.02091
673,0,0.4,0.4,0,0.2,1,0,45.90363617,2.164908258,95.49621
674,0,0.4,0.4,0.2,0,1,0,23.42512389,0.268196109,98.86805
675,0,0.4,0.6,0,0,1,0,24.05612641,1.398632918,94.50542
676,0,0.6,0,0,0.4,1,0,56.51108993,0.318555456,99.43946
677,0,0.6,0,0.2,0.2,1,0,42.34389263,3.663463391,92.03722
678,0,0.6,0,0.4,0,1,0,26.28126931,2.391748209,91.65854
679,0,0.6,0.2,0,0.2,1,0,51.4658314,1.464579397,97.23301
680,0,0.6,0.2,0.2,0,1,0,24.56936053,1.810813195,93.1357
681,0,0.6,0.4,0,0,1,0,25.60829042,1.294600751,95.18788
682,0,0.8,0,0,0.2,1,0,54.29828349,1.267183119,97.71948
683,0,0.8,0,0.2,0,1,0,26.77071454,1.716338646,93.97502
684,0,0.8,0.2,0,0,1,0,29.65344179,3.235709451,90.16177
685,0,1,0,0,0,1,0,35.05976496,2.460187063,93.44299
686,0.2,0,0,0,0.8,1,0,60.16650117,0,100
687,0.2,0,0,0.2,0.6,1,0,46.44478147,3.894744859,92.26305
688,0.2,0,0,0.4,0.4,1,0,46.02373958,3.167165567,93.56148
689,0.2,0,0,0.6,0.2,1,0,43.94399367,3.4582597,92.70444
690,0.2,0,0,0.8,0,1,0,17.78945213,2.181253902,89.07773
691,0.2,0,0.2,0,0.6,1,0,60.0841622,0.328055047,99.45697
692,0.2,0,0.2,0.2,0.4,1,0,58.42386875,1.923132588,96.81321
693,0.2,0,0.2,0.4,0.2,1,0,54.46326087,1.886980944,96.65133
694,0.2,0,0.2,0.6,0,1,0,17.26090689,1.918800722,89.99567
695,0.2,0,0.4,0,0.4,1,0,58.80391552,1.160854369,98.06411
696,0.2,0,0.4,0.2,0.2,1,0,50.60645817,2.949258719,94.4931
697,0.2,0,0.4,0.4,0,1,0,17.14028776,0.961503776,94.68835
698,0.2,0,0.6,0,0.2,1,0,56.51779974,1.414841977,97.55778
699,0.2,0,0.6,0.2,0,1,0,17.15353946,1.420871358,92.35038
700,0.2,0,0.8,0,0,1,0,16.77909969,2.301252582,87.93915
701,0.2,0.2,0,0,0.6,1,0,59.32528802,0.744904118,98.75994
702,0.2,0.2,0,0.2,0.4,1,0,51.39974236,2.141019388,96.00114
703,0.2,0.2,0,0.4,0.2,1,0,39.76858231,1.857928905,95.53667
704,0.2,0.2,0,0.6,0,1,0,20.32528914,1.85962501,91.61761
705,0.2,0.2,0.2,0,0.4,1,0,60.04340752,0.947265948,98.44687
706,0.2,0.2,0.2,0.2,0.2,1,0,51.50775316,2.133040203,96.02347
707,0.2,0.2,0.2,0.4,0,1,0,21.32977675,0.56034238,97.4402
708,0.2,0.2,0.4,0,0.2,1,0,61.21823585,0,100
709,0.2,0.2,0.4,0.2,0,1,0,21.20547625,1.372119674,93.92265
710,0.2,0.2,0.6,0,0,1,0,21.41463906,1.590334187,93.087
711,0.2,0.4,0,0,0.4,1,0,56.8622146,0.091369718,99.83957
712,0.2,0.4,0,0.2,0.2,1,0,45.61813925,2.010342521,95.77912
713,0.2,0.4,0,0.4,0,1,0,22.56310763,1.830751714,92.49503
714,0.2,0.4,0.2,0,0.2,1,0,60.81171126,0,100
715,0.2,0.4,0.2,0.2,0,1,0,22.96202207,2.104005419,91.60615
716,0.2,0.4,0.4,0,0,1,0,21.82205744,1.808881688,92.34528
717,0.2,0.6,0,0,0.2,1,0,55.19957971,1.51554236,97.3278
718,0.2,0.6,0,0.2,0,1,0,27.80282222,1.67876073,94.30573
719,0.2,0.6,0.2,0,0,1,0,29.50873273,1.756915169,94.38069
720,0.2,0.8,0,0,0,1,0,41.595632,2.38524178,94.57664
721,0.4,0,0,0,0.6,1,0,59.94287285,0.305125043,99.49355
722,0.4,0,0,0.2,0.4,1,0,55.39678591,3.092677947,94.71242
723,0.4,0,0,0.4,0.2,1,0,52.30965126,1.837086355,96.60721
724,0.4,0,0,0.6,0,1,0,17.45753812,2.225244822,88.69446
725,0.4,0,0.2,0,0.4,1,0,61.48399004,0,100
726,0.4,0,0.2,0.2,0.2,1,0,57.16117776,1.827130947,96.90255
727,0.4,0,0.2,0.4,0,1,0,17.05405911,1.963760829,89.6741
728,0.4,0,0.4,0,0.2,1,0,61.92863942,0.346948344,99.44288
729,0.4,0,0.4,0.2,0,1,0,24.07894,1.432531248,94.38476
730,0.4,0,0.6,0,0,1,0,20.37321729,0.914892594,95.70233
731,0.4,0.2,0,0,0.4,1,0,55.48839873,0.981329987,98.2622
732,0.4,0.2,0,0.2,0.2,1,0,53.23268347,1.159566705,97.86814
733,0.4,0.2,0,0.4,0,1,0,26.83992615,1.528900272,94.61063
734,0.4,0.2,0.2,0,0.2,1,0,61.80021834,0.064472399,99.89578
735,0.4,0.2,0.2,0.2,0,1,0,26.13957497,1.974760141,92.97597
736,0.4,0.2,0.4,0,0,1,0,24.22396551,1.289535863,94.94567
737,0.4,0.4,0,0,0.2,1,0,54.65257016,1.31429784,97.65165
738,0.4,0.4,0,0.2,0,1,0,29.29228941,3.79130572,88.54022
739,0.4,0.4,0.2,0,0,1,0,27.3613747,4.669018375,85.42316
740,0.4,0.6,0,0,0,1,0,31.69559925,2.845792365,91.76121
741,0.6,0,0,0,0.4,1,0,57.97327103,0,100
742,0.6,0,0,0.2,0.2,1,0,55.54743505,3.040253925,94.81076
743,0.6,0,0,0.4,0,1,0,18.64374662,3.180457255,85.42693
744,0.6,0,0.2,0,0.2,1,0,61.15945437,0.004588223,99.9925
745,0.6,0,0.2,0.2,0,1,0,20.51665675,3.597264294,85.08221
746,0.6,0,0.4,0,0,1,0,18.15366127,2.998958628,85.82228
747,0.6,0.2,0,0,0.2,1,0,57.21487217,0.717357383,98.76173
748,0.6,0.2,0,0.2,0,1,0,24.88426021,1.458543537,94.46322
749,0.6,0.2,0.2,0,0,1,0,24.50303122,2.638001764,90.28039
750,0.6,0.4,0,0,0,1,0,58.56086353,0.230820989,99.60739
751,0.8,0,0,0,0.2,1,0,29.91510664,2.548004764,92.15108
752,0.8,0,0,0.2,0,1,0,20.15996504,4.932924766,80.34134
753,0.8,0,0.2,0,0,1,0,18.42666548,4.45832163,80.51857
754,0.8,0.2,0,0,0,1,0,27.41557883,2.750059291,90.88347
755,1,0,0,0,0,1,0,21.75665466,4.29754332,83.50537
